"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"Galicia","Santiago de Compostela","2022-2023","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2021-2022","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2020-2021","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2019-2020","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2018-2019","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2017-2018","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2016-2017","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2015-2016","Hombres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2022-2023","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2021-2022","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2020-2021","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2019-2020","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2018-2019","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2017-2018","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2016-2017","Mujeres","FP","Ciencias",NA
"Galicia","Santiago de Compostela","2015-2016","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","10.11"
"Andalucía","Sevilla","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","9.86"
"Andalucía","Sevilla","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","9.62"
"Andalucía","Sevilla","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","9.05"
"Andalucía","Sevilla","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","8.9"
"Andalucía","Sevilla","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.9"
"Andalucía","Sevilla","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","8.68"
"Andalucía","Sevilla","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","8.46"
"Andalucía","Sevilla","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.7"
"Andalucía","Sevilla","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.5"
"Andalucía","Sevilla","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.04"
"Andalucía","Sevilla","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.4"
"Andalucía","Sevilla","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.33"
"Andalucía","Sevilla","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.28"
"Andalucía","Sevilla","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.91"
"Andalucía","Sevilla","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.71"
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","10.8"
"Andalucía","Sevilla","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","10.66"
"Andalucía","Sevilla","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","10.2"
"Andalucía","Sevilla","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","9.76"
"Andalucía","Sevilla","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","9.56"
"Andalucía","Sevilla","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","9.6"
"Andalucía","Sevilla","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","9.39"
"Andalucía","Sevilla","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","9.15"
"Andalucía","Sevilla","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","11.08"
"Andalucía","Sevilla","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","10.85"
"Andalucía","Sevilla","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","10.4"
"Andalucía","Sevilla","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","9.96"
"Andalucía","Sevilla","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","9.8"
"Andalucía","Sevilla","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","9.57"
"Andalucía","Sevilla","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","9.43"
"Andalucía","Sevilla","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","9.47"
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Artes y Humanidades","9.7"
"Andalucía","Sevilla","2021-2022","Hombres","PAU","Artes y Humanidades","9.56"
"Andalucía","Sevilla","2020-2021","Hombres","PAU","Artes y Humanidades","9.45"
"Andalucía","Sevilla","2019-2020","Hombres","PAU","Artes y Humanidades","8.98"
"Andalucía","Sevilla","2018-2019","Hombres","PAU","Artes y Humanidades","8.94"
"Andalucía","Sevilla","2017-2018","Hombres","PAU","Artes y Humanidades","8.77"
"Andalucía","Sevilla","2016-2017","Hombres","PAU","Artes y Humanidades","8.47"
"Andalucía","Sevilla","2015-2016","Hombres","PAU","Artes y Humanidades","8.14"
"Andalucía","Sevilla","2022-2023","Mujeres","PAU","Artes y Humanidades","10.2"
"Andalucía","Sevilla","2021-2022","Mujeres","PAU","Artes y Humanidades","10.27"
"Andalucía","Sevilla","2020-2021","Mujeres","PAU","Artes y Humanidades","10.05"
"Andalucía","Sevilla","2019-2020","Mujeres","PAU","Artes y Humanidades","9.61"
"Andalucía","Sevilla","2018-2019","Mujeres","PAU","Artes y Humanidades","9.3"
"Andalucía","Sevilla","2017-2018","Mujeres","PAU","Artes y Humanidades","9.31"
"Andalucía","Sevilla","2016-2017","Mujeres","PAU","Artes y Humanidades","8.89"
"Andalucía","Sevilla","2015-2016","Mujeres","PAU","Artes y Humanidades","8.76"
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Ciencias de la Salud","12.22"
"Andalucía","Sevilla","2021-2022","Hombres","PAU","Ciencias de la Salud","12.2"
"Andalucía","Sevilla","2020-2021","Hombres","PAU","Ciencias de la Salud","12.01"
"Andalucía","Sevilla","2019-2020","Hombres","PAU","Ciencias de la Salud","11.1"
"Andalucía","Sevilla","2018-2019","Hombres","PAU","Ciencias de la Salud","11.35"
"Andalucía","Sevilla","2017-2018","Hombres","PAU","Ciencias de la Salud","11.05"
"Andalucía","Sevilla","2016-2017","Hombres","PAU","Ciencias de la Salud","11.13"
"Andalucía","Sevilla","2015-2016","Hombres","PAU","Ciencias de la Salud","10.84"
"Andalucía","Sevilla","2022-2023","Mujeres","PAU","Ciencias de la Salud","12.39"
"Andalucía","Sevilla","2021-2022","Mujeres","PAU","Ciencias de la Salud","12.34"
"Andalucía","Sevilla","2020-2021","Mujeres","PAU","Ciencias de la Salud","12.05"
"Andalucía","Sevilla","2019-2020","Mujeres","PAU","Ciencias de la Salud","11.25"
"Andalucía","Sevilla","2018-2019","Mujeres","PAU","Ciencias de la Salud","11.1"
"Andalucía","Sevilla","2017-2018","Mujeres","PAU","Ciencias de la Salud","11.13"
"Andalucía","Sevilla","2016-2017","Mujeres","PAU","Ciencias de la Salud","11.13"
"Andalucía","Sevilla","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.86"
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Ciencias","12.23"
"Andalucía","Sevilla","2021-2022","Hombres","PAU","Ciencias","12.39"
"Andalucía","Sevilla","2020-2021","Hombres","PAU","Ciencias","11.89"
"Andalucía","Sevilla","2019-2020","Hombres","PAU","Ciencias","11.55"
"Andalucía","Sevilla","2018-2019","Hombres","PAU","Ciencias","11.38"
"Andalucía","Sevilla","2017-2018","Hombres","PAU","Ciencias","11.2"
"Andalucía","Sevilla","2016-2017","Hombres","PAU","Ciencias","10.75"
"Andalucía","Sevilla","2015-2016","Hombres","PAU","Ciencias","10.38"
"Andalucía","Sevilla","2022-2023","Mujeres","PAU","Ciencias","12.21"
"Andalucía","Sevilla","2021-2022","Mujeres","PAU","Ciencias","12.19"
"Andalucía","Sevilla","2020-2021","Mujeres","PAU","Ciencias","11.89"
"Andalucía","Sevilla","2019-2020","Mujeres","PAU","Ciencias","11.42"
"Andalucía","Sevilla","2018-2019","Mujeres","PAU","Ciencias","11.02"
"Andalucía","Sevilla","2017-2018","Mujeres","PAU","Ciencias","10.91"
"Andalucía","Sevilla","2016-2017","Mujeres","PAU","Ciencias","10.76"
"Andalucía","Sevilla","2015-2016","Mujeres","PAU","Ciencias","10.25"
"Andalucía","Sevilla","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","8.69"
"Andalucía","Sevilla","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","8.68"
"Andalucía","Sevilla","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","8.61"
"Andalucía","Sevilla","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","8.37"
"Andalucía","Sevilla","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","8.1"
"Andalucía","Sevilla","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","8.43"
"Andalucía","Sevilla","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","8.05"
"Andalucía","Sevilla","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","7.95"
"Andalucía","Sevilla","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","9.36"
"Andalucía","Sevilla","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","9.24"
"Andalucía","Sevilla","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","9.06"
"Andalucía","Sevilla","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","8.71"
"Andalucía","Sevilla","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","8.73"
"Andalucía","Sevilla","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","8.55"
"Andalucía","Sevilla","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","8.42"
"Andalucía","Sevilla","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","8.31"
"Andalucía","Sevilla","2022-2023","Hombres","FP","Ingeniería y Arquitectura","7.81"
"Andalucía","Sevilla","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.63"
"Andalucía","Sevilla","2020-2021","Hombres","FP","Ingeniería y Arquitectura","7.77"
"Andalucía","Sevilla","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.43"
"Andalucía","Sevilla","2018-2019","Hombres","FP","Ingeniería y Arquitectura","7.53"
"Andalucía","Sevilla","2017-2018","Hombres","FP","Ingeniería y Arquitectura","7.29"
"Andalucía","Sevilla","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.3"
"Andalucía","Sevilla","2015-2016","Hombres","FP","Ingeniería y Arquitectura","7.2"
"Andalucía","Sevilla","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Sevilla","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Sevilla","2020-2021","Mujeres","FP","Ingeniería y Arquitectura","7.56"
"Andalucía","Sevilla","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Sevilla","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Sevilla","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Andalucía","Sevilla","2016-2017","Mujeres","FP","Ingeniería y Arquitectura","7.28"
"Andalucía","Sevilla","2015-2016","Mujeres","FP","Ingeniería y Arquitectura","7.03"
"Andalucía","Sevilla","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2018-2019","Hombres","FP","Artes y Humanidades","8.13"
"Andalucía","Sevilla","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2015-2016","Hombres","FP","Artes y Humanidades","7.55"
"Andalucía","Sevilla","2022-2023","Mujeres","FP","Artes y Humanidades","8.97"
"Andalucía","Sevilla","2021-2022","Mujeres","FP","Artes y Humanidades","8.67"
"Andalucía","Sevilla","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2018-2019","Mujeres","FP","Artes y Humanidades","8.09"
"Andalucía","Sevilla","2017-2018","Mujeres","FP","Artes y Humanidades","8.5"
"Andalucía","Sevilla","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Andalucía","Sevilla","2022-2023","Hombres","FP","Ciencias de la Salud","11.5"
"Andalucía","Sevilla","2021-2022","Hombres","FP","Ciencias de la Salud","12.47"
"Andalucía","Sevilla","2020-2021","Hombres","FP","Ciencias de la Salud","11.88"
"Andalucía","Sevilla","2019-2020","Hombres","FP","Ciencias de la Salud","11.16"
"Andalucía","Sevilla","2018-2019","Hombres","FP","Ciencias de la Salud","10.52"
"Andalucía","Sevilla","2017-2018","Hombres","FP","Ciencias de la Salud","10.61"
"Andalucía","Sevilla","2016-2017","Hombres","FP","Ciencias de la Salud","10.83"
"Andalucía","Sevilla","2015-2016","Hombres","FP","Ciencias de la Salud","10.42"
"Andalucía","Sevilla","2022-2023","Mujeres","FP","Ciencias de la Salud","12.23"
"Andalucía","Sevilla","2021-2022","Mujeres","FP","Ciencias de la Salud","12.44"
"Andalucía","Sevilla","2020-2021","Mujeres","FP","Ciencias de la Salud","12.08"
"Andalucía","Sevilla","2019-2020","Mujeres","FP","Ciencias de la Salud","11.19"
"Andalucía","Sevilla","2018-2019","Mujeres","FP","Ciencias de la Salud","11.01"
"Andalucía","Sevilla","2017-2018","Mujeres","FP","Ciencias de la Salud","10.94"
"Andalucía","Sevilla","2016-2017","Mujeres","FP","Ciencias de la Salud","10.97"
"Andalucía","Sevilla","2015-2016","Mujeres","FP","Ciencias de la Salud","10.66"
"Andalucía","Sevilla","2022-2023","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2021-2022","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2020-2021","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2019-2020","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2018-2019","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2017-2018","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2016-2017","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2015-2016","Hombres","FP","Ciencias",NA
"Andalucía","Sevilla","2022-2023","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2021-2022","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2020-2021","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2019-2020","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2018-2019","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2017-2018","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2016-2017","Mujeres","FP","Ciencias",NA
"Andalucía","Sevilla","2015-2016","Mujeres","FP","Ciencias",NA
"Valencia","València (Estudi General)","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","10.2"
"Valencia","València (Estudi General)","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","10.37"
"Valencia","València (Estudi General)","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","10.21"
"Valencia","València (Estudi General)","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","9.64"
"Valencia","València (Estudi General)","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","9.67"
"Valencia","València (Estudi General)","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","9.63"
"Valencia","València (Estudi General)","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","9.36"
"Valencia","València (Estudi General)","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","9.12"
"Valencia","València (Estudi General)","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.39"
"Valencia","València (Estudi General)","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.66"
"Valencia","València (Estudi General)","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.48"
"Valencia","València (Estudi General)","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.88"
"Valencia","València (Estudi General)","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.95"
"Valencia","València (Estudi General)","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.8"
"Valencia","València (Estudi General)","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.56"
"Valencia","València (Estudi General)","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.27"
"Valencia","València (Estudi General)","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.04"
"Valencia","València (Estudi General)","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","9.93"
"Valencia","València (Estudi General)","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","9"
"Valencia","València (Estudi General)","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.23"
"Valencia","València (Estudi General)","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","8.51"
"Valencia","València (Estudi General)","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","7.98"
"Valencia","València (Estudi General)","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","7.83"
"Valencia","València (Estudi General)","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.66"
"Valencia","València (Estudi General)","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.68"
"Valencia","València (Estudi General)","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","10.43"
"Valencia","València (Estudi General)","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","9.57"
"Valencia","València (Estudi General)","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","8.61"
"Valencia","València (Estudi General)","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","8.9"
"Valencia","València (Estudi General)","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","8.64"
"Valencia","València (Estudi General)","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.58"
"Valencia","València (Estudi General)","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.25"
"Valencia","València (Estudi General)","2022-2023","Hombres","PAU","Artes y Humanidades","9.79"
"Valencia","València (Estudi General)","2021-2022","Hombres","PAU","Artes y Humanidades","9.99"
"Valencia","València (Estudi General)","2020-2021","Hombres","PAU","Artes y Humanidades","9.55"
"Valencia","València (Estudi General)","2019-2020","Hombres","PAU","Artes y Humanidades","9.46"
"Valencia","València (Estudi General)","2018-2019","Hombres","PAU","Artes y Humanidades","8.88"
"Valencia","València (Estudi General)","2017-2018","Hombres","PAU","Artes y Humanidades","8.81"
"Valencia","València (Estudi General)","2016-2017","Hombres","PAU","Artes y Humanidades","8.26"
"Valencia","València (Estudi General)","2015-2016","Hombres","PAU","Artes y Humanidades","8.14"
"Valencia","València (Estudi General)","2022-2023","Mujeres","PAU","Artes y Humanidades","10.6"
"Valencia","València (Estudi General)","2021-2022","Mujeres","PAU","Artes y Humanidades","10.74"
"Valencia","València (Estudi General)","2020-2021","Mujeres","PAU","Artes y Humanidades","10.42"
"Valencia","València (Estudi General)","2019-2020","Mujeres","PAU","Artes y Humanidades","9.89"
"Valencia","València (Estudi General)","2018-2019","Mujeres","PAU","Artes y Humanidades","9.55"
"Valencia","València (Estudi General)","2017-2018","Mujeres","PAU","Artes y Humanidades","9.51"
"Valencia","València (Estudi General)","2016-2017","Mujeres","PAU","Artes y Humanidades","9.17"
"Valencia","València (Estudi General)","2015-2016","Mujeres","PAU","Artes y Humanidades","9.09"
"Valencia","València (Estudi General)","2022-2023","Hombres","PAU","Ciencias de la Salud","11.46"
"Valencia","València (Estudi General)","2021-2022","Hombres","PAU","Ciencias de la Salud","11.6"
"Valencia","València (Estudi General)","2020-2021","Hombres","PAU","Ciencias de la Salud","11.39"
"Valencia","València (Estudi General)","2019-2020","Hombres","PAU","Ciencias de la Salud","10.61"
"Valencia","València (Estudi General)","2018-2019","Hombres","PAU","Ciencias de la Salud","10.89"
"Valencia","València (Estudi General)","2017-2018","Hombres","PAU","Ciencias de la Salud","10.74"
"Valencia","València (Estudi General)","2016-2017","Hombres","PAU","Ciencias de la Salud","10.63"
"Valencia","València (Estudi General)","2015-2016","Hombres","PAU","Ciencias de la Salud","10.66"
"Valencia","València (Estudi General)","2022-2023","Mujeres","PAU","Ciencias de la Salud","11.42"
"Valencia","València (Estudi General)","2021-2022","Mujeres","PAU","Ciencias de la Salud","11.73"
"Valencia","València (Estudi General)","2020-2021","Mujeres","PAU","Ciencias de la Salud","11.48"
"Valencia","València (Estudi General)","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.68"
"Valencia","València (Estudi General)","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.93"
"Valencia","València (Estudi General)","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.73"
"Valencia","València (Estudi General)","2016-2017","Mujeres","PAU","Ciencias de la Salud","10.59"
"Valencia","València (Estudi General)","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.46"
"Valencia","València (Estudi General)","2022-2023","Hombres","PAU","Ciencias","11.87"
"Valencia","València (Estudi General)","2021-2022","Hombres","PAU","Ciencias","12.03"
"Valencia","València (Estudi General)","2020-2021","Hombres","PAU","Ciencias","11.94"
"Valencia","València (Estudi General)","2019-2020","Hombres","PAU","Ciencias","11.3"
"Valencia","València (Estudi General)","2018-2019","Hombres","PAU","Ciencias","11.3"
"Valencia","València (Estudi General)","2017-2018","Hombres","PAU","Ciencias","10.96"
"Valencia","València (Estudi General)","2016-2017","Hombres","PAU","Ciencias","10.76"
"Valencia","València (Estudi General)","2015-2016","Hombres","PAU","Ciencias","10.5"
"Valencia","València (Estudi General)","2022-2023","Mujeres","PAU","Ciencias","11.74"
"Valencia","València (Estudi General)","2021-2022","Mujeres","PAU","Ciencias","12.12"
"Valencia","València (Estudi General)","2020-2021","Mujeres","PAU","Ciencias","11.95"
"Valencia","València (Estudi General)","2019-2020","Mujeres","PAU","Ciencias","11.02"
"Valencia","València (Estudi General)","2018-2019","Mujeres","PAU","Ciencias","11.41"
"Valencia","València (Estudi General)","2017-2018","Mujeres","PAU","Ciencias","11.19"
"Valencia","València (Estudi General)","2016-2017","Mujeres","PAU","Ciencias","10.93"
"Valencia","València (Estudi General)","2015-2016","Mujeres","PAU","Ciencias","10.66"
"Valencia","València (Estudi General)","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","9.32"
"Valencia","València (Estudi General)","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","9.66"
"Valencia","València (Estudi General)","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","9.5"
"Valencia","València (Estudi General)","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","8.97"
"Valencia","València (Estudi General)","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","8.88"
"Valencia","València (Estudi General)","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","8.71"
"Valencia","València (Estudi General)","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","8.64"
"Valencia","València (Estudi General)","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","8.49"
"Valencia","València (Estudi General)","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","9.02"
"Valencia","València (Estudi General)","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","9.38"
"Valencia","València (Estudi General)","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","9.01"
"Valencia","València (Estudi General)","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","8.35"
"Valencia","València (Estudi General)","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","8.32"
"Valencia","València (Estudi General)","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","8.44"
"Valencia","València (Estudi General)","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","8.45"
"Valencia","València (Estudi General)","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","8.26"
"Valencia","València (Estudi General)","2022-2023","Hombres","FP","Ingeniería y Arquitectura","8.41"
"Valencia","València (Estudi General)","2021-2022","Hombres","FP","Ingeniería y Arquitectura","9.03"
"Valencia","València (Estudi General)","2020-2021","Hombres","FP","Ingeniería y Arquitectura","8.07"
"Valencia","València (Estudi General)","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.65"
"Valencia","València (Estudi General)","2018-2019","Hombres","FP","Ingeniería y Arquitectura","7.44"
"Valencia","València (Estudi General)","2017-2018","Hombres","FP","Ingeniería y Arquitectura","7.52"
"Valencia","València (Estudi General)","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.49"
"Valencia","València (Estudi General)","2015-2016","Hombres","FP","Ingeniería y Arquitectura","7.39"
"Valencia","València (Estudi General)","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","València (Estudi General)","2022-2023","Hombres","FP","Artes y Humanidades","8.39"
"Valencia","València (Estudi General)","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2016-2017","Hombres","FP","Artes y Humanidades","6.8"
"Valencia","València (Estudi General)","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2017-2018","Mujeres","FP","Artes y Humanidades","7.71"
"Valencia","València (Estudi General)","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Valencia","València (Estudi General)","2022-2023","Hombres","FP","Ciencias de la Salud","10.95"
"Valencia","València (Estudi General)","2021-2022","Hombres","FP","Ciencias de la Salud","10.78"
"Valencia","València (Estudi General)","2020-2021","Hombres","FP","Ciencias de la Salud","10.94"
"Valencia","València (Estudi General)","2019-2020","Hombres","FP","Ciencias de la Salud","10.39"
